id,item_id,option_group,option_name,price_delta,is_default,display_order
opt_026_004_01,item_026_004,Khẩu phần,thường,0,1,1
opt_026_004_02,item_026_004,Khẩu phần,thêm topping,15000,0,2
opt_026_005_01,item_026_005,Size,vừa,0,1,1
opt_026_005_02,item_026_005,Size,lớn,25000,0,2
opt_026_006_01,item_026_006,Khẩu phần,thường,0,1,1
opt_026_006_02,item_026_006,Khẩu phần,thêm topping,15000,0,2
opt_027_001_01,item_027_001,Mức cay,ít cay,0,0,1
opt_027_001_02,item_027_001,Mức cay,vừa,0,1,2
opt_027_001_03,item_027_001,Mức cay,cay nhiều,5000,0,3
opt_027_002_01,item_027_002,Mức cay,ít cay,0,0,1
opt_027_002_02,item_027_002,Mức cay,vừa,0,1,2
opt_027_002_03,item_027_002,Mức cay,cay nhiều,5000,0,3
opt_027_003_01,item_027_003,Mức cay,ít cay,0,0,1
opt_027_003_02,item_027_003,Mức cay,vừa,0,1,2
opt_027_003_03,item_027_003,Mức cay,cay nhiều,5000,0,3
opt_027_004_01,item_027_004,Mức cay,ít cay,0,0,1
opt_027_004_02,item_027_004,Mức cay,vừa,0,1,2
opt_027_004_03,item_027_004,Mức cay,cay nhiều,5000,0,3
opt_027_005_01,item_027_005,Khẩu phần,thường,0,1,1
opt_027_005_02,item_027_005,Khẩu phần,thêm topping,15000,0,2
opt_027_006_01,item_027_006,Đường,0%,0,0,1
opt_027_006_02,item_027_006,Đường,50%,0,1,2
opt_027_006_03,item_027_006,Đường,100%,0,0,3
opt_027_006_04,item_027_006,Đá,ít đá,0,0,4
opt_027_006_05,item_027_006,Đá,bình thường,0,1,5
opt_028_001_01,item_028_001,Khẩu phần,thường,0,1,1
opt_028_001_02,item_028_001,Khẩu phần,thêm topping,15000,0,2
opt_028_002_01,item_028_002,Khẩu phần,thường,0,1,1
opt_028_002_02,item_028_002,Khẩu phần,thêm topping,15000,0,2
opt_028_003_01,item_028_003,Khẩu phần,thường,0,1,1
opt_028_003_02,item_028_003,Khẩu phần,thêm topping,15000,0,2
opt_028_004_01,item_028_004,Đường,0%,0,0,1
opt_028_004_02,item_028_004,Đường,50%,0,1,2
opt_028_004_03,item_028_004,Đường,100%,0,0,3
opt_028_004_04,item_028_004,Đá,ít đá,0,0,4
opt_028_004_05,item_028_004,Đá,bình thường,0,1,5
opt_028_005_01,item_028_005,Đường,0%,0,0,1
opt_028_005_02,item_028_005,Đường,50%,0,1,2
opt_028_005_03,item_028_005,Đường,100%,0,0,3
opt_028_005_04,item_028_005,Đá,ít đá,0,0,4
opt_028_005_05,item_028_005,Đá,bình thường,0,1,5
opt_028_006_01,item_028_006,Đường,0%,0,0,1
opt_028_006_02,item_028_006,Đường,50%,0,1,2
opt_028_006_03,item_028_006,Đường,100%,0,0,3
opt_028_006_04,item_028_006,Đá,ít đá,0,0,4
opt_028_006_05,item_028_006,Đá,bình thường,0,1,5
opt_029_001_01,item_029_001,Mức cay,ít cay,0,0,1
opt_029_001_02,item_029_001,Mức cay,vừa,0,1,2
opt_029_001_03,item_029_001,Mức cay,cay nhiều,5000,0,3
opt_029_002_01,item_029_002,Mức cay,ít cay,0,0,1
opt_029_002_02,item_029_002,Mức cay,vừa,0,1,2
opt_029_002_03,item_029_002,Mức cay,cay nhiều,5000,0,3
opt_029_003_01,item_029_003,Mức cay,ít cay,0,0,1
opt_029_003_02,item_029_003,Mức cay,vừa,0,1,2
opt_029_003_03,item_029_003,Mức cay,cay nhiều,5000,0,3
opt_029_004_01,item_029_004,Khẩu phần,thường,0,1,1
opt_029_004_02,item_029_004,Khẩu phần,thêm topping,15000,0,2
opt_029_005_01,item_029_005,Khẩu phần,thường,0,1,1
opt_029_005_02,item_029_005,Khẩu phần,thêm topping,15000,0,2
opt_029_006_01,item_029_006,Đường,0%,0,0,1
opt_029_006_02,item_029_006,Đường,50%,0,1,2
opt_029_006_03,item_029_006,Đường,100%,0,0,3
opt_029_006_04,item_029_006,Đá,ít đá,0,0,4
opt_029_006_05,item_029_006,Đá,bình thường,0,1,5
opt_030_001_01,item_030_001,Mức cay,ít cay,0,0,1
opt_030_001_02,item_030_001,Mức cay,vừa,0,1,2
opt_030_001_03,item_030_001,Mức cay,cay nhiều,5000,0,3
opt_030_002_01,item_030_002,Mức cay,ít cay,0,0,1
opt_030_002_02,item_030_002,Mức cay,vừa,0,1,2
opt_030_002_03,item_030_002,Mức cay,cay nhiều,5000,0,3
opt_030_003_01,item_030_003,Mức cay,ít cay,0,0,1
opt_030_003_02,item_030_003,Mức cay,vừa,0,1,2
opt_030_003_03,item_030_003,Mức cay,cay nhiều,5000,0,3
opt_030_004_01,item_030_004,Mức cay,ít cay,0,0,1
opt_030_004_02,item_030_004,Mức cay,vừa,0,1,2
opt_030_004_03,item_030_004,Mức cay,cay nhiều,5000,0,3
opt_030_005_01,item_030_005,Khẩu phần,thường,0,1,1
opt_030_005_02,item_030_005,Khẩu phần,thêm topping,15000,0,2
opt_030_006_01,item_030_006,Đường,0%,0,0,1
opt_030_006_02,item_030_006,Đường,50%,0,1,2
opt_030_006_03,item_030_006,Đường,100%,0,0,3
opt_030_006_04,item_030_006,Đá,ít đá,0,0,4
opt_030_006_05,item_030_006,Đá,bình thường,0,1,5
opt_031_001_01,item_031_001,Khẩu phần,thường,0,1,1
opt_031_001_02,item_031_001,Khẩu phần,thêm topping,15000,0,2
opt_031_002_01,item_031_002,Mức cay,ít cay,0,0,1
opt_031_002_02,item_031_002,Mức cay,vừa,0,1,2
opt_031_002_03,item_031_002,Mức cay,cay nhiều,5000,0,3
opt_031_003_01,item_031_003,Mức cay,ít cay,0,0,1
opt_031_003_02,item_031_003,Mức cay,vừa,0,1,2
opt_031_003_03,item_031_003,Mức cay,cay nhiều,5000,0,3
opt_031_004_01,item_031_004,Khẩu phần,thường,0,1,1
opt_031_004_02,item_031_004,Khẩu phần,thêm topping,15000,0,2
opt_031_005_01,item_031_005,Khẩu phần,thường,0,1,1
opt_031_005_02,item_031_005,Khẩu phần,thêm topping,15000,0,2
opt_031_006_01,item_031_006,Đường,0%,0,0,1
opt_031_006_02,item_031_006,Đường,50%,0,1,2
opt_031_006_03,item_031_006,Đường,100%,0,0,3
opt_031_006_04,item_031_006,Đá,ít đá,0,0,4
opt_031_006_05,item_031_006,Đá,bình thường,0,1,5
opt_032_001_01,item_032_001,Mức cay,ít cay,0,0,1
opt_032_001_02,item_032_001,Mức cay,vừa,0,1,2
opt_032_001_03,item_032_001,Mức cay,cay nhiều,5000,0,3
opt_032_002_01,item_032_002,Mức cay,ít cay,0,0,1
opt_032_002_02,item_032_002,Mức cay,vừa,0,1,2
opt_032_002_03,item_032_002,Mức cay,cay nhiều,5000,0,3
opt_032_003_01,item_032_003,Mức cay,ít cay,0,0,1
opt_032_003_02,item_032_003,Mức cay,vừa,0,1,2
opt_032_003_03,item_032_003,Mức cay,cay nhiều,5000,0,3
opt_032_004_01,item_032_004,Khẩu phần,thường,0,1,1
opt_032_004_02,item_032_004,Khẩu phần,thêm topping,15000,0,2
opt_032_005_01,item_032_005,Khẩu phần,thường,0,1,1
opt_032_005_02,item_032_005,Khẩu phần,thêm topping,15000,0,2
opt_032_006_01,item_032_006,Đường,0%,0,0,1
opt_032_006_02,item_032_006,Đường,50%,0,1,2
opt_032_006_03,item_032_006,Đường,100%,0,0,3
opt_032_006_04,item_032_006,Đá,ít đá,0,0,4
opt_032_006_05,item_032_006,Đá,bình thường,0,1,5
opt_033_001_01,item_033_001,Khẩu phần,thường,0,1,1
opt_033_001_02,item_033_001,Khẩu phần,thêm topping,15000,0,2
opt_033_002_01,item_033_002,Khẩu phần,thường,0,1,1
opt_033_002_02,item_033_002,Khẩu phần,thêm topping,15000,0,2
opt_033_003_01,item_033_003,Khẩu phần,thường,0,1,1
opt_033_003_02,item_033_003,Khẩu phần,thêm topping,15000,0,2
opt_033_004_01,item_033_004,Khẩu phần,thường,0,1,1
opt_033_004_02,item_033_004,Khẩu phần,thêm topping,15000,0,2
opt_033_005_01,item_033_005,Khẩu phần,thường,0,1,1
opt_033_005_02,item_033_005,Khẩu phần,thêm topping,15000,0,2
opt_033_006_01,item_033_006,Đường,0%,0,0,1
opt_033_006_02,item_033_006,Đường,50%,0,1,2
opt_033_006_03,item_033_006,Đường,100%,0,0,3
opt_033_006_04,item_033_006,Đá,ít đá,0,0,4
opt_033_006_05,item_033_006,Đá,bình thường,0,1,5
opt_034_001_01,item_034_001,Mức cay,ít cay,0,0,1
opt_034_001_02,item_034_001,Mức cay,vừa,0,1,2
opt_034_001_03,item_034_001,Mức cay,cay nhiều,5000,0,3
opt_034_002_01,item_034_002,Mức cay,ít cay,0,0,1
opt_034_002_02,item_034_002,Mức cay,vừa,0,1,2
opt_034_002_03,item_034_002,Mức cay,cay nhiều,5000,0,3
opt_034_003_01,item_034_003,Mức cay,ít cay,0,0,1
opt_034_003_02,item_034_003,Mức cay,vừa,0,1,2
opt_034_003_03,item_034_003,Mức cay,cay nhiều,5000,0,3
opt_034_004_01,item_034_004,Mức cay,ít cay,0,0,1
opt_034_004_02,item_034_004,Mức cay,vừa,0,1,2
opt_034_004_03,item_034_004,Mức cay,cay nhiều,5000,0,3
opt_034_005_01,item_034_005,Mức cay,ít cay,0,0,1
opt_034_005_02,item_034_005,Mức cay,vừa,0,1,2
opt_034_005_03,item_034_005,Mức cay,cay nhiều,5000,0,3
opt_034_006_01,item_034_006,Đường,0%,0,0,1
opt_034_006_02,item_034_006,Đường,50%,0,1,2
opt_034_006_03,item_034_006,Đường,100%,0,0,3
opt_034_006_04,item_034_006,Đá,ít đá,0,0,4
opt_034_006_05,item_034_006,Đá,bình thường,0,1,5
opt_035_001_01,item_035_001,Mức cay,ít cay,0,0,1
opt_035_001_02,item_035_001,Mức cay,vừa,0,1,2
opt_035_001_03,item_035_001,Mức cay,cay nhiều,5000,0,3
opt_035_002_01,item_035_002,Mức cay,ít cay,0,0,1
opt_035_002_02,item_035_002,Mức cay,vừa,0,1,2
opt_035_002_03,item_035_002,Mức cay,cay nhiều,5000,0,3
opt_035_003_01,item_035_003,Mức cay,ít cay,0,0,1
opt_035_003_02,item_035_003,Mức cay,vừa,0,1,2
opt_035_003_03,item_035_003,Mức cay,cay nhiều,5000,0,3
opt_035_004_01,item_035_004,Khẩu phần,thường,0,1,1
opt_035_004_02,item_035_004,Khẩu phần,thêm topping,15000,0,2
opt_035_005_01,item_035_005,Khẩu phần,thường,0,1,1
opt_035_005_02,item_035_005,Khẩu phần,thêm topping,15000,0,2
opt_035_006_01,item_035_006,Đường,0%,0,0,1
opt_035_006_02,item_035_006,Đường,50%,0,1,2
opt_035_006_03,item_035_006,Đường,100%,0,0,3
opt_035_006_04,item_035_006,Đá,ít đá,0,0,4
opt_035_006_05,item_035_006,Đá,bình thường,0,1,5
opt_036_001_01,item_036_001,Khẩu phần,thường,0,1,1
opt_036_001_02,item_036_001,Khẩu phần,thêm topping,15000,0,2
opt_036_002_01,item_036_002,Khẩu phần,thường,0,1,1
opt_036_002_02,item_036_002,Khẩu phần,thêm topping,15000,0,2
opt_036_003_01,item_036_003,Khẩu phần,thường,0,1,1
opt_036_003_02,item_036_003,Khẩu phần,thêm topping,15000,0,2
opt_036_004_01,item_036_004,Khẩu phần,thường,0,1,1
opt_036_004_02,item_036_004,Khẩu phần,thêm topping,15000,0,2
opt_036_005_01,item_036_005,Đường,0%,0,0,1
opt_036_005_02,item_036_005,Đường,50%,0,1,2
opt_036_005_03,item_036_005,Đường,100%,0,0,3
opt_036_005_04,item_036_005,Đá,ít đá,0,0,4
opt_036_005_05,item_036_005,Đá,bình thường,0,1,5
opt_036_006_01,item_036_006,Khẩu phần,thường,0,1,1
opt_036_006_02,item_036_006,Khẩu phần,thêm topping,15000,0,2
opt_037_001_01,item_037_001,Size,vừa,0,1,1
opt_037_001_02,item_037_001,Size,lớn,25000,0,2
opt_037_002_01,item_037_002,Size,vừa,0,1,1
opt_037_002_02,item_037_002,Size,lớn,25000,0,2
opt_037_003_01,item_037_003,Khẩu phần,thường,0,1,1
opt_037_003_02,item_037_003,Khẩu phần,thêm topping,15000,0,2
opt_037_004_01,item_037_004,Khẩu phần,thường,0,1,1
opt_037_004_02,item_037_004,Khẩu phần,thêm topping,15000,0,2
opt_037_005_01,item_037_005,Khẩu phần,thường,0,1,1
opt_037_005_02,item_037_005,Khẩu phần,thêm topping,15000,0,2
opt_037_006_01,item_037_006,Đường,0%,0,0,1
opt_037_006_02,item_037_006,Đường,50%,0,1,2
opt_037_006_03,item_037_006,Đường,100%,0,0,3
opt_037_006_04,item_037_006,Đá,ít đá,0,0,4
opt_037_006_05,item_037_006,Đá,bình thường,0,1,5
opt_038_001_01,item_038_001,Khẩu phần,thường,0,1,1
opt_038_001_02,item_038_001,Khẩu phần,thêm topping,15000,0,2
opt_038_002_01,item_038_002,Khẩu phần,thường,0,1,1
opt_038_002_02,item_038_002,Khẩu phần,thêm topping,15000,0,2
opt_038_003_01,item_038_003,Khẩu phần,thường,0,1,1
opt_038_003_02,item_038_003,Khẩu phần,thêm topping,15000,0,2
opt_038_004_01,item_038_004,Khẩu phần,thường,0,1,1
opt_038_004_02,item_038_004,Khẩu phần,thêm topping,15000,0,2
opt_038_005_01,item_038_005,Khẩu phần,thường,0,1,1
opt_038_005_02,item_038_005,Khẩu phần,thêm topping,15000,0,2
opt_038_006_01,item_038_006,Đường,0%,0,0,1
opt_038_006_02,item_038_006,Đường,50%,0,1,2
opt_038_006_03,item_038_006,Đường,100%,0,0,3
opt_038_006_04,item_038_006,Đá,ít đá,0,0,4
opt_038_006_05,item_038_006,Đá,bình thường,0,1,5
opt_039_001_01,item_039_001,Khẩu phần,thường,0,1,1
opt_039_001_02,item_039_001,Khẩu phần,thêm topping,15000,0,2
opt_039_002_01,item_039_002,Khẩu phần,thường,0,1,1
opt_039_002_02,item_039_002,Khẩu phần,thêm topping,15000,0,2
opt_039_003_01,item_039_003,Khẩu phần,thường,0,1,1
opt_039_003_02,item_039_003,Khẩu phần,thêm topping,15000,0,2
opt_039_004_01,item_039_004,Khẩu phần,thường,0,1,1
opt_039_004_02,item_039_004,Khẩu phần,thêm topping,15000,0,2
opt_039_005_01,item_039_005,Khẩu phần,thường,0,1,1
opt_039_005_02,item_039_005,Khẩu phần,thêm topping,15000,0,2
opt_039_006_01,item_039_006,Đường,0%,0,0,1
opt_039_006_02,item_039_006,Đường,50%,0,1,2
opt_039_006_03,item_039_006,Đường,100%,0,0,3
opt_039_006_04,item_039_006,Đá,ít đá,0,0,4
opt_039_006_05,item_039_006,Đá,bình thường,0,1,5
opt_040_001_01,item_040_001,Khẩu phần,thường,0,1,1
opt_040_001_02,item_040_001,Khẩu phần,thêm topping,15000,0,2
opt_040_002_01,item_040_002,Khẩu phần,thường,0,1,1
opt_040_002_02,item_040_002,Khẩu phần,thêm topping,15000,0,2
opt_040_003_01,item_040_003,Khẩu phần,thường,0,1,1
opt_040_003_02,item_040_003,Khẩu phần,thêm topping,15000,0,2
opt_040_004_01,item_040_004,Khẩu phần,thường,0,1,1
opt_040_004_02,item_040_004,Khẩu phần,thêm topping,15000,0,2
opt_040_005_01,item_040_005,Khẩu phần,thường,0,1,1
opt_040_005_02,item_040_005,Khẩu phần,thêm topping,15000,0,2
opt_040_006_01,item_040_006,Đường,0%,0,0,1
opt_040_006_02,item_040_006,Đường,50%,0,1,2
opt_040_006_03,item_040_006,Đường,100%,0,0,3
opt_040_006_04,item_040_006,Đá,ít đá,0,0,4
opt_040_006_05,item_040_006,Đá,bình thường,0,1,5
opt_041_001_01,item_041_001,Khẩu phần,thường,0,1,1
opt_041_001_02,item_041_001,Khẩu phần,thêm topping,15000,0,2
opt_041_002_01,item_041_002,Khẩu phần,thường,0,1,1
opt_041_002_02,item_041_002,Khẩu phần,thêm topping,15000,0,2
opt_041_003_01,item_041_003,Khẩu phần,thường,0,1,1
opt_041_003_02,item_041_003,Khẩu phần,thêm topping,15000,0,2
opt_041_004_01,item_041_004,Khẩu phần,thường,0,1,1
opt_041_004_02,item_041_004,Khẩu phần,thêm topping,15000,0,2
opt_041_005_01,item_041_005,Khẩu phần,thường,0,1,1
opt_041_005_02,item_041_005,Khẩu phần,thêm topping,15000,0,2
opt_041_006_01,item_041_006,Đường,0%,0,0,1
opt_041_006_02,item_041_006,Đường,50%,0,1,2
opt_041_006_03,item_041_006,Đường,100%,0,0,3
opt_041_006_04,item_041_006,Đá,ít đá,0,0,4
opt_041_006_05,item_041_006,Đá,bình thường,0,1,5
opt_042_001_01,item_042_001,Mức cay,ít cay,0,0,1
opt_042_001_02,item_042_001,Mức cay,vừa,0,1,2
opt_042_001_03,item_042_001,Mức cay,cay nhiều,5000,0,3
opt_042_002_01,item_042_002,Khẩu phần,thường,0,1,1
opt_042_002_02,item_042_002,Khẩu phần,thêm topping,15000,0,2
opt_042_003_01,item_042_003,Mức cay,ít cay,0,0,1
opt_042_003_02,item_042_003,Mức cay,vừa,0,1,2
opt_042_003_03,item_042_003,Mức cay,cay nhiều,5000,0,3
opt_042_004_01,item_042_004,Mức cay,ít cay,0,0,1
opt_042_004_02,item_042_004,Mức cay,vừa,0,1,2
opt_042_004_03,item_042_004,Mức cay,cay nhiều,5000,0,3
opt_042_005_01,item_042_005,Khẩu phần,thường,0,1,1
opt_042_005_02,item_042_005,Khẩu phần,thêm topping,15000,0,2
opt_042_006_01,item_042_006,Đường,0%,0,0,1
opt_042_006_02,item_042_006,Đường,50%,0,1,2
opt_042_006_03,item_042_006,Đường,100%,0,0,3
opt_042_006_04,item_042_006,Đá,ít đá,0,0,4
opt_042_006_05,item_042_006,Đá,bình thường,0,1,5
opt_043_001_01,item_043_001,Khẩu phần,thường,0,1,1
opt_043_001_02,item_043_001,Khẩu phần,thêm topping,15000,0,2
opt_043_002_01,item_043_002,Khẩu phần,thường,0,1,1
opt_043_002_02,item_043_002,Khẩu phần,thêm topping,15000,0,2
opt_043_003_01,item_043_003,Khẩu phần,thường,0,1,1
opt_043_003_02,item_043_003,Khẩu phần,thêm topping,15000,0,2
opt_043_004_01,item_043_004,Khẩu phần,thường,0,1,1
opt_043_004_02,item_043_004,Khẩu phần,thêm topping,15000,0,2
opt_043_005_01,item_043_005,Khẩu phần,thường,0,1,1
opt_043_005_02,item_043_005,Khẩu phần,thêm topping,15000,0,2
opt_043_006_01,item_043_006,Đường,0%,0,0,1
opt_043_006_02,item_043_006,Đường,50%,0,1,2
opt_043_006_03,item_043_006,Đường,100%,0,0,3
opt_043_006_04,item_043_006,Đá,ít đá,0,0,4
opt_043_006_05,item_043_006,Đá,bình thường,0,1,5
opt_044_001_01,item_044_001,Khẩu phần,thường,0,1,1
opt_044_001_02,item_044_001,Khẩu phần,thêm topping,15000,0,2
opt_044_002_01,item_044_002,Khẩu phần,thường,0,1,1
opt_044_002_02,item_044_002,Khẩu phần,thêm topping,15000,0,2
opt_044_003_01,item_044_003,Khẩu phần,thường,0,1,1
opt_044_003_02,item_044_003,Khẩu phần,thêm topping,15000,0,2
opt_044_004_01,item_044_004,Khẩu phần,thường,0,1,1
opt_044_004_02,item_044_004,Khẩu phần,thêm topping,15000,0,2
opt_044_005_01,item_044_005,Khẩu phần,thường,0,1,1
opt_044_005_02,item_044_005,Khẩu phần,thêm topping,15000,0,2
opt_044_006_01,item_044_006,Đường,0%,0,0,1
opt_044_006_02,item_044_006,Đường,50%,0,1,2
opt_044_006_03,item_044_006,Đường,100%,0,0,3
opt_044_006_04,item_044_006,Đá,ít đá,0,0,4
opt_044_006_05,item_044_006,Đá,bình thường,0,1,5
