item_id,item_name,base_price,effective_price,item_rating,item_sold_count,spicy_level,calories_estimate,is_available,is_signature,category_name,shop_id,shop_name,shop_rating,shop_status,avg_delivery_time_min,min_order_amount,full_address,latitude,longitude,estimated_delivery_fee,recommendation_score
item_022_005,Xúc xích thêm,15000,15000,4.7,2654,0,297,1,0,Món thêm,shop_022,Mì Trộn Indomie House,4.6,open,33,50000,"141 Cô Giang, Phường Cầu Ông Lãnh, Quận 1, TP. Hồ Chí Minh",10.764801,106.69773,15000,0.7323
item_031_002,Cơm cá kho tiêu,62000,62000,4.5,2137,1,777,1,0,Cơm,shop_031,Bếp Mẹ Nấu,4.4,open,30,60000,"Hẻm 138/138 Cô Bắc, Phường Cầu Ông Lãnh, Quận 1, TP. Hồ Chí Minh",10.76508,106.692608,17000,0.7317
item_028_006,Latte nóng,45000,45000,4.9,1880,0,98,1,1,Cà phê,shop_028,Cà Phê Sáng & Brunch,4.7,open,37,25000,"43 Nguyễn Văn Thủ, Phường Đa Kao, Quận 1, TP. Hồ Chí Minh",10.792032,106.699618,20000,0.7286
item_001_003,Cơm tấm ba rọi nướng,62000,56000,4.1,1450,1,328,1,0,Cơm,shop_001,Cơm Tấm Ba Ghiền Q1,4.1,open,36,25000,"94 Phan Bội Châu, Phường Bến Thành, Quận 1, TP. Hồ Chí Minh",10.774997,106.697233,9000,0.7284
item_026_002,Cơm bò xào lúc lắc,69000,69000,4.3,3698,0,622,1,0,Cơm,shop_026,Cơm Văn Phòng Bento Việt,4.1,open,28,60000,"217 Phó Đức Chính, Phường Nguyễn Thái Bình, Quận 1, TP. Hồ Chí Minh",10.770796,106.698751,21000,0.7266
item_030_003,Burrito bò đậu,89000,89000,4.8,2328,2,359,1,0,Burrito,shop_030,Taco Fiesta,4.7,open,36,25000,"96 Đồng Khởi, Phường Bến Nghé, Quận 1, TP. Hồ Chí Minh",10.781699,106.7039,15000,0.726
item_015_005,Canh cải thịt bằm,30000,30000,4.6,3931,0,357,1,0,Canh,shop_015,Cơm Gà Hải Nam Singapore,4.5,open,33,25000,"55 Mạc Thị Bưởi, Phường Bến Nghé, Quận 1, TP. Hồ Chí Minh",10.780757,106.707639,15000,0.7253
item_034_002,Bibimbap gà cay,75000,75000,4.2,1610,3,363,1,1,Cơm,shop_034,Cơm Trộn Bibimbap House,4.2,open,21,60000,"62 Nguyễn Hữu Cầu, Phường Tân Định, Quận 1, TP. Hồ Chí Minh",10.792729,106.690306,25000,0.7243
item_038_006,Nước ép dứa,35000,35000,4.2,2577,0,101,1,0,Đồ uống,shop_038,Gỏi Cuốn Fresh Roll,4.2,open,27,25000,"120 Calmette, Phường Nguyễn Thái Bình, Quận 1, TP. Hồ Chí Minh",10.767466,106.698536,23000,0.724
item_029_003,Mì Quảng bò,69000,59000,4.3,1309,1,386,1,0,Mì,shop_029,Mì Quảng Hội An,4.2,open,36,20000,"139 Cống Quỳnh, Phường Nguyễn Cư Trinh, Quận 1, TP. Hồ Chí Minh",10.76437,106.689562,14000,0.7228
item_019_006,Nước sâm bí đao,18000,18000,4.8,1871,0,395,1,0,Đồ uống,shop_019,Cơm Niêu Nhà Quê,4.8,open,37,30000,"106 Trần Đình Xu, Phường Nguyễn Cư Trinh, Quận 1, TP. Hồ Chí Minh",10.759938,106.688679,16000,0.7216
item_028_002,Sandwich gà nướng,69000,69000,4.8,3023,0,896,1,0,Sandwich,shop_028,Cà Phê Sáng & Brunch,4.7,open,37,25000,"43 Nguyễn Văn Thủ, Phường Đa Kao, Quận 1, TP. Hồ Chí Minh",10.792032,106.699618,20000,0.7216
item_008_006,Nước mía,18000,18000,4.5,3102,0,367,1,0,Đồ uống,shop_008,Bún Thịt Nướng An Nhiên,4.5,open,33,30000,"197 Trần Đình Xu, Phường Nguyễn Cư Trinh, Quận 1, TP. Hồ Chí Minh",10.760948,106.688016,21000,0.7183
item_024_004,Đậu hũ thêm,10000,10000,4.5,3704,0,205,1,0,Món thêm,shop_024,Bún Riêu Cua Đồng,4.4,open,33,60000,"Hẻm 46/181 Hai Bà Trưng, Phường Tân Định, Quận 1, TP. Hồ Chí Minh",10.795929,106.6893,22000,0.7183
item_031_001,Cơm thịt kho trứng,59000,59000,4.3,3468,0,886,1,1,Cơm,shop_031,Bếp Mẹ Nấu,4.4,open,30,60000,"Hẻm 138/138 Cô Bắc, Phường Cầu Ông Lãnh, Quận 1, TP. Hồ Chí Minh",10.76508,106.692608,17000,0.7177
item_038_003,Cuốn cá hồi bơ,79000,79000,4.1,2489,0,272,1,0,Cuốn,shop_038,Gỏi Cuốn Fresh Roll,4.2,open,27,25000,"120 Calmette, Phường Nguyễn Thái Bình, Quận 1, TP. Hồ Chí Minh",10.767466,106.698536,23000,0.717
item_037_006,Cacao đá,30000,27000,4.2,894,0,397,1,0,Đồ uống,shop_037,Bò Né 3 Ngon,4.3,open,23,20000,"Hẻm 67/195 Bùi Viện, Phường Nguyễn Cư Trinh, Quận 1, TP. Hồ Chí Minh",10.764737,106.68349,17000,0.7159
item_019_003,Cơm niêu gà kho gừng,79000,79000,4.7,2478,1,823,1,0,Cơm,shop_019,Cơm Niêu Nhà Quê,4.8,open,37,30000,"106 Trần Đình Xu, Phường Nguyễn Cư Trinh, Quận 1, TP. Hồ Chí Minh",10.759938,106.688679,16000,0.7146
item_040_002,Bánh xèo nấm chay,59000,50000,4.4,556,0,604,1,1,Bánh xèo,shop_040,Bánh Xèo Miền Tây,4.3,open,16,50000,"51 Nguyễn Văn Cừ, Phường Cầu Kho, Quận 1, TP. Hồ Chí Minh",10.758987,106.691754,17000,0.7141
item_031_004,Đậu hũ sốt cà,42000,39000,4.2,1101,0,892,1,0,Món chính,shop_031,Bếp Mẹ Nấu,4.4,open,30,60000,"Hẻm 138/138 Cô Bắc, Phường Cầu Ông Lãnh, Quận 1, TP. Hồ Chí Minh",10.76508,106.692608,17000,0.7136
item_010_002,Sushi cá hồi set 8 miếng,139000,139000,4.6,3207,0,411,1,1,Sushi,shop_010,Sushi Bento Tokyo,4.6,open,36,60000,"168 Hai Bà Trưng, Phường Bến Nghé, Quận 1, TP. Hồ Chí Minh",10.78321,106.705723,15000,0.712
item_010_003,Cơm cuộn California,89000,89000,4.6,3520,0,720,1,0,Sushi,shop_010,Sushi Bento Tokyo,4.6,open,36,60000,"168 Hai Bà Trưng, Phường Bến Nghé, Quận 1, TP. Hồ Chí Minh",10.78321,106.705723,15000,0.712
item_022_006,Trà chanh,18000,18000,4.4,2087,0,259,1,0,Đồ uống,shop_022,Mì Trộn Indomie House,4.6,open,33,50000,"141 Cô Giang, Phường Cầu Ông Lãnh, Quận 1, TP. Hồ Chí Minh",10.764801,106.69773,15000,0.7113
item_024_001,Bún riêu cua đầy đủ,55000,55000,4.4,3362,1,882,1,1,Bún,shop_024,Bún Riêu Cua Đồng,4.4,open,33,60000,"Hẻm 46/181 Hai Bà Trưng, Phường Tân Định, Quận 1, TP. Hồ Chí Minh",10.795929,106.6893,22000,0.7113
item_021_006,Trà sữa Thái xanh,39000,36000,4.7,3352,0,252,0,1,Đồ uống,shop_021,Bếp Thái Tuk Tuk,4.7,open,16,30000,"146 Nguyễn Huệ, Phường Bến Nghé, Quận 1, TP. Hồ Chí Minh",10.782896,106.703009,21000,0.7079
item_019_002,Cơm niêu thịt kho trứng,75000,75000,4.6,2093,0,530,1,0,Cơm,shop_019,Cơm Niêu Nhà Quê,4.8,open,37,30000,"106 Trần Đình Xu, Phường Nguyễn Cư Trinh, Quận 1, TP. Hồ Chí Minh",10.759938,106.688679,16000,0.7076
item_005_005,Kimbap chiên,45000,45000,4.2,3250,1,496,1,0,Ăn vặt,shop_005,Mì Cay Sasin Mini Q1,4.3,open,31,25000,"39 Đề Thám, Phường Cầu Ông Lãnh, Quận 1, TP. Hồ Chí Minh",10.767938,106.693152,23000,0.7062
item_026_006,Canh rong biển,25000,25000,4.0,2525,0,594,1,1,Canh,shop_026,Cơm Văn Phòng Bento Việt,4.1,open,28,60000,"217 Phó Đức Chính, Phường Nguyễn Thái Bình, Quận 1, TP. Hồ Chí Minh",10.770796,106.698751,21000,0.7056
item_019_001,Cơm niêu cá kho tộ,79000,73000,4.7,1009,1,607,1,1,Cơm,shop_019,Cơm Niêu Nhà Quê,4.8,open,37,30000,"106 Trần Đình Xu, Phường Nguyễn Cư Trinh, Quận 1, TP. Hồ Chí Minh",10.759938,106.688679,16000,0.7047
item_028_005,Cold brew cam,49000,49000,4.8,1677,0,192,1,0,Cà phê,shop_028,Cà Phê Sáng & Brunch,4.7,open,37,25000,"43 Nguyễn Văn Thủ, Phường Đa Kao, Quận 1, TP. Hồ Chí Minh",10.792032,106.699618,20000,0.7045
item_024_005,Rau thêm,8000,8000,4.3,3321,0,193,1,0,Món thêm,shop_024,Bún Riêu Cua Đồng,4.4,open,33,60000,"Hẻm 46/181 Hai Bà Trưng, Phường Tân Định, Quận 1, TP. Hồ Chí Minh",10.795929,106.6893,22000,0.7043
item_007_001,Phở bò tái,55000,52000,4.9,2415,0,611,1,1,Phở,shop_007,Phở Bò Nam Định 24h,4.7,closed,20,60000,"220 Nguyễn Trung Trực, Phường Bến Thành, Quận 1, TP. Hồ Chí Minh",10.774813,106.695116,21000,0.7041
item_025_006,Soda bạc hà,30000,30000,4.6,1267,0,375,1,0,Đồ uống,shop_025,Kebab & Wrap Corner,4.7,open,22,20000,"170 Lê Lợi, Phường Bến Nghé, Quận 1, TP. Hồ Chí Minh",10.778341,106.702005,19000,0.7002
item_026_003,Cơm cá basa sốt cà,59000,59000,3.9,3834,0,448,1,0,Cơm,shop_026,Cơm Văn Phòng Bento Việt,4.1,open,28,60000,"217 Phó Đức Chính, Phường Nguyễn Thái Bình, Quận 1, TP. Hồ Chí Minh",10.770796,106.698751,21000,0.6986
item_026_005,Combo cơm + canh + nước,79000,79000,3.9,2792,0,926,1,0,Combo,shop_026,Cơm Văn Phòng Bento Việt,4.1,open,28,60000,"217 Phó Đức Chính, Phường Nguyễn Thái Bình, Quận 1, TP. Hồ Chí Minh",10.770796,106.698751,21000,0.6986
item_010_006,Trà xanh Nhật,30000,30000,4.4,3468,0,377,1,0,Đồ uống,shop_010,Sushi Bento Tokyo,4.6,open,36,60000,"168 Hai Bà Trưng, Phường Bến Nghé, Quận 1, TP. Hồ Chí Minh",10.78321,106.705723,15000,0.698
item_036_006,Yogurt trái cây,39000,39000,4.3,1247,0,460,1,0,Tráng miệng,shop_036,Salad Stop Mini,4.3,open,18,50000,"24 Phan Bội Châu, Phường Bến Thành, Quận 1, TP. Hồ Chí Minh",10.772637,106.697942,19000,0.6942
item_042_005,Salad bắp cải,29000,29000,4.6,1087,0,616,1,1,Salad,shop_042,Bếp Nướng BBQ Express,4.8,open,18,60000,"40 Võ Thị Sáu, Phường Tân Định, Quận 1, TP. Hồ Chí Minh",10.794639,106.687784,20000,0.693
item_002_001,Bún bò Huế đặc biệt,65000,65000,4.2,3822,3,621,1,1,Bún,shop_002,Bún Bò Huế Cô Mai,4.1,open,34,50000,"Hẻm 207/190 Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, TP. Hồ Chí Minh",10.790668,106.69868,17000,0.6929
item_002_003,Bún bò giò heo,58000,58000,4.2,3363,3,683,1,0,Bún,shop_002,Bún Bò Huế Cô Mai,4.1,open,34,50000,"Hẻm 207/190 Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, TP. Hồ Chí Minh",10.790668,106.69868,17000,0.6929
item_013_003,Bánh bao kim sa,49000,49000,4.3,2321,0,372,1,0,Dimsum,shop_013,Dimsum Hồng Kông Express,4.4,open,36,30000,"87 Lý Tự Trọng, Phường Bến Thành, Quận 1, TP. Hồ Chí Minh",10.770486,106.698337,8000,0.691
item_028_001,Croissant trứng phô mai,59000,59000,4.7,1627,0,576,1,1,Brunch,shop_028,Cà Phê Sáng & Brunch,4.7,open,37,25000,"43 Nguyễn Văn Thủ, Phường Đa Kao, Quận 1, TP. Hồ Chí Minh",10.792032,106.699618,20000,0.6905
item_032_002,Miso ramen cay,95000,95000,4.4,1379,3,429,1,0,Ramen,shop_032,Ramen Ichiban,4.6,open,25,25000,"83 Phan Bội Châu, Phường Bến Thành, Quận 1, TP. Hồ Chí Minh",10.772708,106.702298,21000,0.6884
item_002_006,Nước sâm,18000,18000,4.1,3647,0,290,1,0,Đồ uống,shop_002,Bún Bò Huế Cô Mai,4.1,open,34,50000,"Hẻm 207/190 Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, TP. Hồ Chí Minh",10.790668,106.69868,17000,0.6859
item_032_004,Gyoza chiên,59000,59000,4.7,1201,0,850,1,0,Ăn vặt,shop_032,Ramen Ichiban,4.6,open,25,25000,"83 Phan Bội Châu, Phường Bến Thành, Quận 1, TP. Hồ Chí Minh",10.772708,106.702298,21000,0.6847
item_031_003,Cơm gà kho sả,59000,59000,4.4,1501,2,556,1,1,Cơm,shop_031,Bếp Mẹ Nấu,4.4,open,30,60000,"Hẻm 138/138 Cô Bắc, Phường Cầu Ông Lãnh, Quận 1, TP. Hồ Chí Minh",10.76508,106.692608,17000,0.6831
item_010_004,Donburi bò Gyudon,99000,84000,4.7,820,0,590,1,0,Cơm,shop_010,Sushi Bento Tokyo,4.6,open,36,60000,"168 Hai Bà Trưng, Phường Bến Nghé, Quận 1, TP. Hồ Chí Minh",10.78321,106.705723,15000,0.6829
item_008_002,Bún nem nướng,59000,56000,4.7,712,0,655,1,0,Bún,shop_008,Bún Thịt Nướng An Nhiên,4.5,open,33,30000,"197 Trần Đình Xu, Phường Nguyễn Cư Trinh, Quận 1, TP. Hồ Chí Minh",10.760948,106.688016,21000,0.6812
item_001_006,Trà tắc,18000,18000,4.1,3885,0,175,1,0,Đồ uống,shop_001,Cơm Tấm Ba Ghiền Q1,4.1,open,36,25000,"94 Phan Bội Châu, Phường Bến Thành, Quận 1, TP. Hồ Chí Minh",10.774997,106.697233,9000,0.677
item_006_005,Sữa đậu nành,15000,15000,4.1,3998,0,369,1,0,Đồ uống,shop_006,Bánh Mì Cô Lan,4.2,open,36,50000,"197 Võ Thị Sáu, Phường Tân Định, Quận 1, TP. Hồ Chí Minh",10.794637,106.693534,16000,0.677
item_029_001,Mì Quảng gà,59000,59000,4.1,3356,1,606,1,1,Mì,shop_029,Mì Quảng Hội An,4.2,open,36,20000,"139 Cống Quỳnh, Phường Nguyễn Cư Trinh, Quận 1, TP. Hồ Chí Minh",10.76437,106.689562,14000,0.677
item_005_002,Mì cay bò Mỹ cấp độ 1,65000,62000,4.4,756,2,861,1,0,Mì,shop_005,Mì Cay Sasin Mini Q1,4.3,open,31,25000,"39 Đề Thám, Phường Cầu Ông Lãnh, Quận 1, TP. Hồ Chí Minh",10.767938,106.693152,23000,0.6752
item_040_005,Nước mắm thêm,5000,5000,4.1,1143,0,290,1,0,Món thêm,shop_040,Bánh Xèo Miền Tây,4.3,open,16,50000,"51 Nguyễn Văn Cừ, Phường Cầu Kho, Quận 1, TP. Hồ Chí Minh",10.758987,106.691754,17000,0.6746
item_041_003,Sandwich gà pesto,69000,69000,4.8,783,0,880,1,0,Sandwich,shop_041,Sandwich Deli Corner,4.7,open,16,20000,"28 Mạc Thị Bưởi, Phường Bến Nghé, Quận 1, TP. Hồ Chí Minh",10.780991,106.706304,10000,0.6736
item_006_003,Bánh mì xíu mại,32000,29000,4.3,946,1,361,1,0,Bánh mì,shop_006,Bánh Mì Cô Lan,4.2,open,36,50000,"197 Võ Thị Sáu, Phường Tân Định, Quận 1, TP. Hồ Chí Minh",10.794637,106.693534,16000,0.6724
item_035_006,Lassi xoài,45000,45000,4.7,1130,0,272,1,0,Đồ uống,shop_035,Bếp Ấn Curry Corner,4.8,open,26,20000,"182 Lê Lợi, Phường Bến Nghé, Quận 1, TP. Hồ Chí Minh",10.776525,106.703176,21000,0.6704
item_032_005,Trứng ngâm tương thêm,15000,15000,4.7,1097,0,79,1,0,Món thêm,shop_032,Ramen Ichiban,4.6,open,25,25000,"83 Phan Bội Châu, Phường Bến Thành, Quận 1, TP. Hồ Chí Minh",10.772708,106.702298,21000,0.6703
item_029_006,Nước sả chanh,22000,22000,4.0,3169,0,410,1,0,Đồ uống,shop_029,Mì Quảng Hội An,4.2,open,36,20000,"139 Cống Quỳnh, Phường Nguyễn Cư Trinh, Quận 1, TP. Hồ Chí Minh",10.76437,106.689562,14000,0.67
item_034_005,Kimchi thêm,15000,14000,4.2,487,2,288,1,0,Món thêm,shop_034,Cơm Trộn Bibimbap House,4.2,open,21,60000,"62 Nguyễn Hữu Cầu, Phường Tân Định, Quận 1, TP. Hồ Chí Minh",10.792729,106.690306,25000,0.6683
item_027_004,Càng ghẹ rang me,119000,101000,4.0,2625,2,807,1,0,Hải sản,shop_027,Ốc Đêm Sài Gòn,4.2,busy,15,40000,"7 Trần Đình Xu, Phường Cầu Kho, Quận 1, TP. Hồ Chí Minh",10.759622,106.691541,23000,0.6633
item_038_001,Gỏi cuốn tôm thịt,39000,39000,4.2,1351,0,272,1,1,Cuốn,shop_038,Gỏi Cuốn Fresh Roll,4.2,open,27,25000,"120 Calmette, Phường Nguyễn Thái Bình, Quận 1, TP. Hồ Chí Minh",10.767466,106.698536,23000,0.6616
item_001_004,Cơm tấm chả cua,52000,52000,4.0,1728,0,420,1,0,Cơm,shop_001,Cơm Tấm Ba Ghiền Q1,4.1,open,36,25000,"94 Phan Bội Châu, Phường Bến Thành, Quận 1, TP. Hồ Chí Minh",10.774997,106.697233,9000,0.66
item_040_006,Nước dừa tươi,30000,30000,4.3,919,0,103,1,0,Đồ uống,shop_040,Bánh Xèo Miền Tây,4.3,open,16,50000,"51 Nguyễn Văn Cừ, Phường Cầu Kho, Quận 1, TP. Hồ Chí Minh",10.758987,106.691754,17000,0.6575
item_036_002,Salad cá ngừ bắp Mỹ,85000,72000,4.1,2308,0,522,0,0,Salad,shop_036,Salad Stop Mini,4.3,open,18,50000,"24 Phan Bội Châu, Phường Bến Thành, Quận 1, TP. Hồ Chí Minh",10.772637,106.697942,19000,0.657
item_039_003,Hủ tiếu mực,75000,64000,4.1,2834,0,702,1,0,Hủ tiếu,shop_039,Hủ Tiếu Nam Vang Tài Lộc,4.3,busy,18,25000,"121 Nguyễn Thái Học, Phường Cầu Ông Lãnh, Quận 1, TP. Hồ Chí Minh",10.765662,106.691617,29000,0.657
item_041_004,Soup cà chua,39000,33000,4.6,36,0,517,1,0,Súp,shop_041,Sandwich Deli Corner,4.7,open,16,20000,"28 Mạc Thị Bưởi, Phường Bến Nghé, Quận 1, TP. Hồ Chí Minh",10.780991,106.706304,10000,0.6559
item_016_002,Bún đậu thịt luộc,65000,65000,5.0,1059,0,611,1,0,Bún đậu,shop_016,Bún Đậu Mắm Tôm Hà Nội,4.9,open,32,40000,"Hẻm 77/190 Nguyễn Hữu Cầu, Phường Tân Định, Quận 1, TP. Hồ Chí Minh",10.789933,106.690592,11000,0.6549
item_015_006,Trà tắc mật ong,22000,21000,4.3,718,0,379,1,0,Đồ uống,shop_015,Cơm Gà Hải Nam Singapore,4.5,open,33,25000,"55 Mạc Thị Bưởi, Phường Bến Nghé, Quận 1, TP. Hồ Chí Minh",10.780757,106.707639,15000,0.6541
item_036_005,Nước ép cam cà rốt,45000,38000,4.4,188,0,186,1,0,Đồ uống,shop_036,Salad Stop Mini,4.3,open,18,50000,"24 Phan Bội Châu, Phường Bến Thành, Quận 1, TP. Hồ Chí Minh",10.772637,106.697942,19000,0.6541
item_015_003,Cơm gà xối mỡ,75000,68000,4.5,617,0,338,1,0,Cơm,shop_015,Cơm Gà Hải Nam Singapore,4.5,open,33,25000,"55 Mạc Thị Bưởi, Phường Bến Nghé, Quận 1, TP. Hồ Chí Minh",10.780757,106.707639,15000,0.654
item_033_002,Bún chả nem cua bể,79000,67000,4.4,1987,0,716,1,1,Bún,shop_033,Bún Chả Hà Nội 36,4.3,closed,25,50000,"53 Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, TP. Hồ Chí Minh",10.786403,106.695889,15000,0.6469
item_009_004,Mì Ý bò bằm,79000,79000,4.3,1038,0,413,1,0,Mì Ý,shop_009,Pizza Urban Slice,4.1,open,23,50000,"147 Đồng Khởi, Phường Bến Nghé, Quận 1, TP. Hồ Chí Minh",10.776256,106.702768,16000,0.6429
item_008_004,Gỏi cuốn tôm thịt,39000,39000,4.4,1303,0,555,1,0,Cuốn,shop_008,Bún Thịt Nướng An Nhiên,4.5,open,33,30000,"197 Trần Đình Xu, Phường Nguyễn Cư Trinh, Quận 1, TP. Hồ Chí Minh",10.760948,106.688016,21000,0.6423
item_044_004,Chả cá thêm,25000,25000,4.6,1068,0,223,1,0,Món thêm,shop_044,Bún Cá Nha Trang,4.8,open,29,30000,"16 Phó Đức Chính, Phường Nguyễn Thái Bình, Quận 1, TP. Hồ Chí Minh",10.765811,106.70282,19000,0.6414
item_005_003,Mì cay gà phô mai,67000,60000,4.1,649,3,513,1,0,Mì,shop_005,Mì Cay Sasin Mini Q1,4.3,open,31,25000,"39 Đề Thám, Phường Cầu Ông Lãnh, Quận 1, TP. Hồ Chí Minh",10.767938,106.693152,23000,0.6394
item_004_006,Nước ép cần tây táo,45000,38000,3.9,396,0,230,1,1,Đồ uống,shop_004,Healthy Bowl Saigon,4.1,open,20,25000,"46 Yersin, Phường Nguyễn Thái Bình, Quận 1, TP. Hồ Chí Minh",10.765494,106.699933,18000,0.6391
item_042_004,Combo nướng 2 người,199000,199000,4.9,538,2,1136,1,0,Combo,shop_042,Bếp Nướng BBQ Express,4.8,open,18,60000,"40 Võ Thị Sáu, Phường Tân Định, Quận 1, TP. Hồ Chí Minh",10.794639,106.687784,20000,0.6377
item_020_006,Rau má đậu xanh,25000,25000,4.3,855,0,325,1,0,Đồ uống,shop_020,Bánh Canh Cua 79,4.4,open,20,60000,"29 Mai Thị Lựu, Phường Đa Kao, Quận 1, TP. Hồ Chí Minh",10.785874,106.698586,13000,0.6309
item_012_002,Bún Huế chay,55000,52000,4.6,2071,2,593,1,0,Bún,shop_012,Bếp Chay Sen Vàng,4.4,busy,32,40000,"67 Mai Thị Lựu, Phường Đa Kao, Quận 1, TP. Hồ Chí Minh",10.790509,106.701512,16000,0.6298
item_030_001,Taco bò cay,69000,69000,4.5,1257,3,849,1,1,Taco,shop_030,Taco Fiesta,4.7,open,36,25000,"96 Đồng Khởi, Phường Bến Nghé, Quận 1, TP. Hồ Chí Minh",10.781699,106.7039,15000,0.6296
item_011_006,Nước tắc xí muội,25000,23000,4.1,177,0,301,1,1,Đồ uống,shop_011,Lẩu Mini Một Người,4.1,open,19,40000,"202 Nguyễn Văn Cừ, Phường Cầu Kho, Quận 1, TP. Hồ Chí Minh",10.756856,106.690981,17000,0.6271
item_029_004,Bánh tráng mè,10000,8000,4.3,619,0,203,1,0,Món thêm,shop_029,Mì Quảng Hội An,4.2,open,36,20000,"139 Cống Quỳnh, Phường Nguyễn Cư Trinh, Quận 1, TP. Hồ Chí Minh",10.76437,106.689562,14000,0.627
item_033_006,Trà quất,18000,15000,4.1,3607,0,136,1,0,Đồ uống,shop_033,Bún Chả Hà Nội 36,4.3,closed,25,50000,"53 Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, TP. Hồ Chí Minh",10.786403,106.695889,15000,0.6259
item_034_003,Bibimbap nấm chay,69000,66000,4.2,171,1,534,1,0,Cơm,shop_034,Cơm Trộn Bibimbap House,4.2,open,21,60000,"62 Nguyễn Hữu Cầu, Phường Tân Định, Quận 1, TP. Hồ Chí Minh",10.792729,106.690306,25000,0.6244
item_044_006,Nước nha đam,22000,22000,4.8,757,0,188,1,0,Đồ uống,shop_044,Bún Cá Nha Trang,4.8,open,29,30000,"16 Phó Đức Chính, Phường Nguyễn Thái Bình, Quận 1, TP. Hồ Chí Minh",10.765811,106.70282,19000,0.6122
item_008_005,Chả giò thêm,25000,23000,4.4,2974,0,186,0,0,Món thêm,shop_008,Bún Thịt Nướng An Nhiên,4.5,open,33,30000,"197 Trần Đình Xu, Phường Nguyễn Cư Trinh, Quận 1, TP. Hồ Chí Minh",10.760948,106.688016,21000,0.6113
item_020_002,Bánh canh giò heo,65000,55000,4.2,33,0,450,1,0,Bánh canh,shop_020,Bánh Canh Cua 79,4.4,open,20,60000,"29 Mai Thị Lựu, Phường Đa Kao, Quận 1, TP. Hồ Chí Minh",10.785874,106.698586,13000,0.6097
item_043_005,Chocolate muffin,35000,32000,4.5,3948,0,821,1,0,Bánh ngọt,shop_043,Bánh Ngọt Paris Mini,4.4,busy,35,50000,"71 Điện Biên Phủ, Phường Đa Kao, Quận 1, TP. Hồ Chí Minh",10.785488,106.700001,9000,0.6094
item_028_003,Pancake mật ong,65000,65000,4.7,1029,0,722,1,0,Tráng miệng,shop_028,Cà Phê Sáng & Brunch,4.7,open,37,25000,"43 Nguyễn Văn Thủ, Phường Đa Kao, Quận 1, TP. Hồ Chí Minh",10.792032,106.699618,20000,0.6075
item_013_006,Trà sữa Hồng Kông,35000,32000,4.2,519,0,299,1,0,Đồ uống,shop_013,Dimsum Hồng Kông Express,4.4,open,36,30000,"87 Lý Tự Trọng, Phường Bến Thành, Quận 1, TP. Hồ Chí Minh",10.770486,106.698337,8000,0.6061
item_037_005,Salad dầu giấm,25000,25000,4.5,666,0,427,1,1,Salad,shop_037,Bò Né 3 Ngon,4.3,open,23,20000,"Hẻm 67/195 Bùi Viện, Phường Nguyễn Cư Trinh, Quận 1, TP. Hồ Chí Minh",10.764737,106.68349,17000,0.6053
item_010_005,Miso soup,25000,25000,4.7,970,0,760,1,0,Canh,shop_010,Sushi Bento Tokyo,4.6,open,36,60000,"168 Hai Bà Trưng, Phường Bến Nghé, Quận 1, TP. Hồ Chí Minh",10.78321,106.705723,15000,0.6037
item_043_002,Cheesecake dâu,59000,50000,4.4,1975,0,666,1,0,Tráng miệng,shop_043,Bánh Ngọt Paris Mini,4.4,busy,35,50000,"71 Điện Biên Phủ, Phường Đa Kao, Quận 1, TP. Hồ Chí Minh",10.785488,106.700001,9000,0.6024
item_022_002,Mì trộn gà trứng,45000,45000,4.5,961,1,897,1,0,Mì,shop_022,Mì Trộn Indomie House,4.6,open,33,50000,"141 Cô Giang, Phường Cầu Ông Lãnh, Quận 1, TP. Hồ Chí Minh",10.764801,106.69773,15000,0.6018
item_013_001,Há cảo tôm,59000,59000,4.5,1048,0,748,1,1,Dimsum,shop_013,Dimsum Hồng Kông Express,4.4,open,36,30000,"87 Lý Tự Trọng, Phường Bến Thành, Quận 1, TP. Hồ Chí Minh",10.770486,106.698337,8000,0.6006
item_003_003,Cơm gà teriyaki,69000,69000,4.9,2886,0,426,1,0,Cơm,shop_003,Gà Rán Seoul Chicken,4.7,closed,21,40000,"170 Lê Lợi, Phường Bến Nghé, Quận 1, TP. Hồ Chí Minh",10.777832,106.700967,12000,0.5997
item_030_004,Nachos phô mai,59000,59000,4.6,991,1,771,1,1,Ăn vặt,shop_030,Taco Fiesta,4.7,open,36,25000,"96 Đồng Khởi, Phường Bến Nghé, Quận 1, TP. Hồ Chí Minh",10.781699,106.7039,15000,0.5996
item_007_004,Phở gà xé,52000,52000,4.8,3572,0,886,1,0,Phở,shop_007,Phở Bò Nam Định 24h,4.7,closed,20,60000,"220 Nguyễn Trung Trực, Phường Bến Thành, Quận 1, TP. Hồ Chí Minh",10.774813,106.695116,21000,0.5971
item_029_002,Mì Quảng tôm thịt,65000,58000,4.0,550,1,473,1,0,Mì,shop_029,Mì Quảng Hội An,4.2,open,36,20000,"139 Cống Quỳnh, Phường Nguyễn Cư Trinh, Quận 1, TP. Hồ Chí Minh",10.76437,106.689562,14000,0.5964
